Epoch,Loss,Val_F1,Val_AUC,Val_Precision,Val_Recall
1,0.12160231173038483,0.34307992202729043,0.40197549387346837,0.20952380952380953,0.946236559139785
2,0.11810638010501862,0.3464566929133858,0.5498249562390598,0.21204819277108433,0.946236559139785
3,0.11523895710706711,0.3510848126232742,0.6958302075518881,0.21497584541062803,0.956989247311828
4,0.11188040673732758,0.3854389721627409,0.7668792198049512,0.24064171122994651,0.967741935483871
5,0.10996077209711075,0.42452830188679247,0.8004501125281321,0.2719033232628399,0.967741935483871
6,0.10571799427270889,0.4524421593830334,0.8168292073018255,0.2972972972972973,0.946236559139785
7,0.10201747715473175,0.47540983606557374,0.8272068017004252,0.31868131868131866,0.9354838709677419
8,0.1016230583190918,0.5043988269794721,0.8313640910227557,0.3467741935483871,0.9247311827956989
9,0.09986264258623123,0.5189873417721519,0.8330832708177045,0.36771300448430494,0.8817204301075269
10,0.09798850864171982,0.5364238410596026,0.8356464116029008,0.3875598086124402,0.8709677419354839
11,0.09648504853248596,0.5536332179930796,0.836427856964241,0.40816326530612246,0.8602150537634409
12,0.09457667171955109,0.5631768953068592,0.8373343335833958,0.42391304347826086,0.8387096774193549
13,0.09374735504388809,0.5692883895131086,0.8379282320580146,0.4367816091954023,0.8172043010752689
14,0.09257885068655014,0.5714285714285714,0.8382408102025507,0.4393063583815029,0.8172043010752689
15,0.09104529768228531,0.5823754789272031,0.8385846461615404,0.4523809523809524,0.8172043010752689
16,0.09093241393566132,0.5836575875486382,0.8393660915228808,0.4573170731707317,0.8064516129032258
17,0.08997205644845963,0.5836575875486382,0.8393035758939734,0.4573170731707317,0.8064516129032258
18,0.08737733960151672,0.5859375,0.8397411852963241,0.4601226993865031,0.8064516129032258
19,0.08540879935026169,0.5813953488372093,0.8398037009252313,0.45454545454545453,0.8064516129032258
20,0.08471537381410599,0.5813953488372093,0.8401475368842211,0.45454545454545453,0.8064516129032258
21,0.0839032530784607,0.5868725868725869,0.8400850212553139,0.4578313253012048,0.8172043010752689
22,0.08380769193172455,0.5846153846153846,0.8400537634408602,0.4550898203592814,0.8172043010752689
23,0.08276378363370895,0.5891472868217055,0.8403350837709428,0.46060606060606063,0.8172043010752689
24,0.08240467309951782,0.5914396887159533,0.8405851462865718,0.4634146341463415,0.8172043010752689
25,0.08111358433961868,0.5914396887159533,0.8407726931732934,0.4634146341463415,0.8172043010752689
26,0.08004160970449448,0.5859375,0.8407726931732934,0.4601226993865031,0.8064516129032258
27,0.07942981272935867,0.5826771653543307,0.8409289822455613,0.45962732919254656,0.7956989247311828
28,0.07948696613311768,0.5826771653543307,0.8409914978744687,0.45962732919254656,0.7956989247311828
29,0.07918063551187515,0.5826771653543307,0.8411477869467368,0.45962732919254656,0.7956989247311828
30,0.0789794996380806,0.5849802371541502,0.8415853963490872,0.4625,0.7956989247311828
31,0.07785142213106155,0.5849802371541502,0.8416166541635409,0.4625,0.7956989247311828
32,0.07820134609937668,0.5849802371541502,0.8418042010502625,0.4625,0.7956989247311828
33,0.07730306684970856,0.592,0.8418667166791698,0.4713375796178344,0.7956989247311828
34,0.07703698426485062,0.5967741935483871,0.8418042010502625,0.4774193548387097,0.7956989247311828
35,0.07774686068296432,0.5967741935483871,0.8421167791947987,0.4774193548387097,0.7956989247311828
36,0.0780666321516037,0.5991902834008097,0.8420230057514378,0.4805194805194805,0.7956989247311828
37,0.07711443305015564,0.5991902834008097,0.8422730682670667,0.4805194805194805,0.7956989247311828
38,0.07700742036104202,0.6016260162601627,0.8426481620405102,0.48366013071895425,0.7956989247311828
39,0.07643965631723404,0.6016260162601627,0.8429607401850463,0.48366013071895425,0.7956989247311828
40,0.0764959380030632,0.6016260162601627,0.8434296074018505,0.48366013071895425,0.7956989247311828
41,0.07451128959655762,0.6016260162601627,0.8438984746186547,0.48366013071895425,0.7956989247311828
42,0.07663753628730774,0.6016260162601627,0.8442735683920981,0.48366013071895425,0.7956989247311828
43,0.07540223002433777,0.6016260162601627,0.8444611152788197,0.48366013071895425,0.7956989247311828
44,0.0748533084988594,0.6016260162601627,0.8448049512378094,0.48366013071895425,0.7956989247311828
45,0.0751025602221489,0.6016260162601627,0.845742685671418,0.48366013071895425,0.7956989247311828
46,0.07508093863725662,0.6016260162601627,0.846305326331583,0.48366013071895425,0.7956989247311828
47,0.07531356811523438,0.6016260162601627,0.8468054513628406,0.48366013071895425,0.7956989247311828
48,0.07382198423147202,0.6016260162601627,0.8475868967241811,0.48366013071895425,0.7956989247311828
49,0.075170136988163,0.6016260162601627,0.8483058264566141,0.48366013071895425,0.7956989247311828
50,0.07400332391262054,0.6016260162601627,0.8486809202300575,0.48366013071895425,0.7956989247311828
