Epoch,Loss,Val_F1,Val_AUC,Val_Precision,Val_Recall
1,0.06277377158403397,0.3709677419354839,0.7899839626767751,0.23310810810810811,0.9078947368421053
2,0.06079263612627983,0.43312101910828027,0.8116343490304708,0.2857142857142857,0.8947368421052632
3,0.0589556060731411,0.44966442953020136,0.8300408222772999,0.30180180180180183,0.881578947368421
4,0.058265313506126404,0.45517241379310347,0.8365650969529086,0.308411214953271,0.868421052631579
5,0.056890230625867844,0.4647887323943662,0.839590319288526,0.3173076923076923,0.868421052631579
6,0.05559903755784035,0.4797047970479705,0.841194051611022,0.3333333333333333,0.8552631578947368
7,0.056144844740629196,0.48484848484848486,0.8410118093016475,0.3404255319148936,0.8421052631578947
8,0.054422032088041306,0.4883720930232558,0.8402463916022743,0.34615384615384615,0.8289473684210527
9,0.05337447673082352,0.4980237154150198,0.8420323662341449,0.3559322033898305,0.8289473684210527
10,0.053466979414224625,0.4979919678714859,0.8427248870097682,0.3583815028901734,0.8157894736842105
11,0.05218455195426941,0.5020242914979757,0.8429071293191427,0.36257309941520466,0.8157894736842105
12,0.053980011492967606,0.5081967213114754,0.843235165476017,0.36904761904761907,0.8157894736842105
13,0.05195920914411545,0.5041322314049587,0.8437818924041405,0.3674698795180723,0.8026315789473685
14,0.05040436610579491,0.5083333333333333,0.8443286193322642,0.3719512195121951,0.8026315789473685
15,0.049897339195013046,0.5169491525423728,0.8445837585653885,0.38125,0.8026315789473685
16,0.05049177631735802,0.5191489361702127,0.8449117947222627,0.3836477987421384,0.8026315789473685
17,0.05098534747958183,0.5240174672489083,0.844802449336638,0.39215686274509803,0.7894736842105263
18,0.04943402484059334,0.5198237885462555,0.8453491762647617,0.39072847682119205,0.7763157894736842
19,0.049502477049827576,0.5178571428571429,0.8457136608835107,0.3918918918918919,0.7631578947368421
20,0.04881482198834419,0.5201793721973094,0.8459323516547601,0.3945578231292517,0.7631578947368421
21,0.04831862822175026,0.5225225225225225,0.8456407639597608,0.3972602739726027,0.7631578947368421
22,0.047692298889160156,0.5272727272727272,0.8460416970403849,0.4027777777777778,0.7631578947368421
23,0.048630643635988235,0.5321100917431193,0.8461145939641348,0.4084507042253521,0.7631578947368421
24,0.04807782173156738,0.5185185185185185,0.8464426301210088,0.4,0.7368421052631579
25,0.04713292792439461,0.5185185185185185,0.8466248724303833,0.4,0.7368421052631579
26,0.04710293933749199,0.5209302325581395,0.8470622539728824,0.4028776978417266,0.7368421052631579
27,0.0463341549038887,0.5233644859813084,0.8477183262866307,0.4057971014492754,0.7368421052631579
28,0.04691549763083458,0.5258215962441315,0.8483379501385041,0.40875912408759124,0.7368421052631579
29,0.045726001262664795,0.5258215962441315,0.8500145793847499,0.40875912408759124,0.7368421052631579
30,0.04526061564683914,0.5327102803738317,0.851217378626622,0.41304347826086957,0.75
31,0.04579366371035576,0.5420560747663551,0.8521285901734947,0.42028985507246375,0.7631578947368421
32,0.04504597187042236,0.5488372093023256,0.8531491471059921,0.4244604316546763,0.7763157894736842
33,0.04571358859539032,0.5488372093023256,0.8538052194197404,0.4244604316546763,0.7763157894736842
34,0.044485870748758316,0.5488372093023256,0.8543883948097389,0.4244604316546763,0.7763157894736842
35,0.0444614477455616,0.5488372093023256,0.8552267094328619,0.4244604316546763,0.7763157894736842
36,0.04490525647997856,0.5488372093023256,0.8559192302084851,0.4244604316546763,0.7763157894736842
37,0.04345598816871643,0.5488372093023256,0.8569397871409826,0.4244604316546763,0.7763157894736842
38,0.04414011165499687,0.543778801843318,0.8579238956116052,0.41843971631205673,0.7763157894736842
39,0.043702609837055206,0.5412844036697247,0.8590537979297274,0.4154929577464789,0.7763157894736842
40,0.04325421527028084,0.5412844036697247,0.8604023910190991,0.4154929577464789,0.7763157894736842
41,0.043485622853040695,0.5412844036697247,0.8614958448753464,0.4154929577464789,0.7763157894736842
42,0.043062467128038406,0.5412844036697247,0.8633182679690916,0.4154929577464789,0.7763157894736842
43,0.042785611003637314,0.5462962962962963,0.8641930310540895,0.42142857142857143,0.7763157894736842
44,0.04282908886671066,0.5462962962962963,0.8655416241434611,0.42142857142857143,0.7763157894736842
45,0.04271265119314194,0.5529953917050692,0.8671089080040822,0.425531914893617,0.7894736842105263
46,0.04221931844949722,0.5529953917050692,0.868421052631579,0.425531914893617,0.7894736842105263
47,0.041864655911922455,0.5529953917050692,0.8699518880303252,0.425531914893617,0.7894736842105263
48,0.04169348627328873,0.5529953917050692,0.8714462749671964,0.425531914893617,0.7894736842105263
49,0.04140564054250717,0.5529953917050692,0.8724303834378189,0.425531914893617,0.7894736842105263
50,0.041884828358888626,0.5529953917050692,0.8734873888321912,0.425531914893617,0.7894736842105263
